Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index
Blaziken,Fire,80,120,70,80,342.5,Surskit,Bug,40,30,32,65,47,1,306
Mega Blaziken,Fire,80,160,80,100,404.25,Swadloon,Bug,55,63,90,42,-390,1,307
Mudkip,Water,50,70,50,40,165,Venipede,Bug,30,45,59,57,121,1,308
Marshtomp,Water,70,85,70,50,210,Venomoth,Bug,70,65,60,90,200,1,309
Swampert,Water,100,110,90,60,305,Venonat,Bug,60,55,50,45,100,1,310
Mega Swampert,Water,100,150,110,70,350,Vespiquen,Bug,70,80,102,40,142,1,311
Poochyena,Dark,35,55,35,35,20,Vikavolt,Bug,77,70,90,43,225,0,312
Mightyena,Dark,70,90,70,70,196,Vivillon,Bug,80,52,50,89,181,1,313
Zigzagoon,Normal,38,30,41,60,96,Volbeat,Bug,65,73,75,85,268,0,314
Galarian Zigzagoon,Dark,38,30,41,60,49,Volcarona,Bug,85,60,65,100,280,0,315
Linoone,Normal,78,70,61,100,274,Weedle,Bug,40,35,30,50,85,1,316
Galarian Linoone,Dark,78,70,61,100,199,Whirlipede,Bug,40,55,99,47,171,1,317
Wurmple,Bug,45,45,35,20,110,Wimpod,Bug,25,35,40,80,135,0,318
Silcoon,Bug,50,35,55,15,96,Wormadam Plant Cloak,Bug,60,59,85,36,170,0,319
Beautifly,Bug,60,70,50,65,205.5,Wormadam Sandy Cloak,Bug,60,79,105,36,210,0,320
Cascoon,Bug,50,35,55,15,86,Wormadam Trash Cloak,Bug,60,69,95,36,242.5,0,321
Dustox,Bug,60,50,70,65,222.5,Wurmple,Bug,45,45,35,20,95,1,322
Lotad,Water,40,30,30,30,0,Yanma,Bug,65,65,45,95,240,0,323
Lombre,Water,60,50,50,50,58,Yanmega,Bug,86,76,86,95,293,0,324
Ludicolo,Water,80,70,70,70,150,Accelgor,Bug,80,70,40,145,265,0,325
Seedot,Grass,40,40,50,30,-20,Ariados,Bug,70,90,70,40,260,0,326
Nuzleaf,Grass,70,70,40,60,-40,Beautifly,Bug,60,70,50,65,227.5,0,327
Shiftry,Grass,90,100,60,80,-30,Beedrill,Bug,65,90,40,75,245,0,328
Taillow,Normal,40,55,30,85,200,Blipbug,Bug,25,20,20,45,55,1,329
Swellow,Normal,60,85,60,125,315.5,Burmy,Bug,40,29,45,36,65,1,330
Wingull,Water,40,30,30,85,162.5,Butterfree,Bug,60,45,50,70,195,0,331
Pelipper,Water,60,50,100,65,205.5,Buzzwole,Bug,107,139,139,79,414,0,332
Ralts,Psychic,28,25,25,40,83,Cascoon,Bug,50,35,55,15,130,0,333
Kirlia,Psychic,38,35,35,50,128,Caterpie,Bug,45,30,35,45,120,1,334
Gardevoir,Psychic,68,65,65,80,196,Charjabug,Bug,57,82,95,36,205,0,335
Mega Gardevoir,Psychic,68,85,65,100,288,Combee,Bug,30,30,42,70,87,1,336
Surskit,Bug,40,30,32,65,62,Crustle,Bug,70,105,125,45,315,0,337
Masquerain,Bug,70,60,62,80,249.5,Cutiefly,Bug,40,45,40,84,179,1,338
Shroomish,Grass,60,40,60,35,125,Dottler,Bug,50,35,80,30,175,0,339
Breloom,Grass,60,130,80,70,231,Durant,Bug,58,109,112,109,355.5,0,340
Slakoth,Normal,60,60,60,30,160,Dustox,Bug,60,50,70,65,185,0,341
Vigoroth,Normal,80,80,80,90,265,Dwebble,Bug,50,65,85,55,215,1,342
Slaking,Normal,150,160,100,100,375,Escavalier,Bug,70,135,105,20,250,1,343
Nincada,Bug,31,45,90,40,116,Forretress,Bug,75,90,140,40,322.5,0,344
Ninjask,Bug,61,90,45,160,317.5,Galvantula,Bug,70,77,60,108,225,1,345
Shedinja,Bug,1,90,45,40,176,Genesect,Bug,71,120,95,99,340,0,346
Whismur,Normal,64,51,23,28,41,Golisopod,Bug,75,125,140,40,329,0,347
Loudred,Normal,84,71,43,48,184,Grubbin,Bug,47,62,45,46,129,1,348
Exploud,Normal,104,91,63,68,201,Heracross,Bug,80,125,75,85,274,0,349
Makuhita,Fighting,72,60,30,25,163.5,Illumise,Bug,65,47,75,85,212,0,350
Hariyama,Fighting,144,120,60,50,350.5,Joltik,Bug,50,47,50,65,92,1,351
Azurill,Normal,50,20,40,20,117.5,Kakuna,Bug,45,25,50,35,135,0,352
Nosepass,Rock,30,45,135,30,165,Karrablast,Bug,50,75,45,60,140,1,353
Skitty,Normal,50,45,45,50,165,Kricketot,Bug,37,25,41,25,83,1,354
Delcatty,Normal,70,65,65,90,205,Kricketune,Bug,77,85,51,65,213,0,355
Sableye,Dark,50,75,75,50,165,Larvesta,Bug,55,85,55,60,180,0,356
Mega Sableye,Dark,50,85,125,20,177,Leavanny,Bug,75,103,80,92,265,0,357
Mawile,Steel,50,85,85,50,261.25,Ledian,Bug,55,35,50,85,140,1,358
Mega Mawile,Steel,50,105,125,50,325,Ledyba,Bug,40,20,30,55,40,1,359
Aron,Steel,50,70,100,30,220,Masquerain,Bug,70,60,62,80,202,1,360
Lairon,Steel,60,90,140,40,255,Mega Beedrill,Bug,65,150,40,145,310,0,361
Aggron,Steel,70,110,180,50,317.5,Mega Heracross,Bug,80,185,115,75,345,0,362
Mega Aggron,Steel,70,140,230,50,412.5,Mega Pinsir,Bug,65,155,120,105,305,1,363
Meditite,Fighting,30,40,55,60,35,Mega Scizor,Bug,70,150,140,75,415,0,364
Medicham,Fighting,60,60,75,80,255,Metapod,Bug,50,20,55,30,95,1,365
Mega Medicham,Fighting,60,100,85,100,251,Mothim,Bug,70,94,50,66,180,1,366
Electrike,Electric,40,45,40,65,145,Nincada,Bug,31,45,90,40,206,0,367
Manectric,Electric,70,75,60,105,220,Ninjask,Bug,61,90,45,160,206,1,368
Mega Manectric,Electric,70,75,80,135,315,Orbeetle,Bug,60,45,110,90,230,1,369
Plusle,Electric,60,50,40,95,175,Paras,Bug,35,70,55,25,160,1,370
Minun,Electric,60,40,50,95,150,Parasect,Bug,60,95,80,30,245,0,371
Volbeat,Bug,65,73,75,85,161,Pheromosa,Bug,71,137,37,151,359.5,0,372
Illumise,Bug,65,47,75,85,207,Pineco,Bug,50,65,90,15,173,1,373
Roselia,Grass,50,60,45,65,95,Pinsir,Bug,65,125,100,85,345,0,374
Gulpin,Poison,70,43,53,40,178.5,Ribombee,Bug,60,55,60,124,213,0,375
Swalot,Poison,100,73,83,55,293.5,Scatterbug,Bug,38,35,40,35,75,1,376
Carvanha,Water,45,90,20,65,-40,Scizor,Bug,70,130,100,65,275,0,377
Sharpedo,Water,70,120,40,95,125,Scolipede,Bug,60,100,89,112,241,0,378
Mega Sharpedo,Water,70,140,70,105,165,Scyther,Bug,70,110,80,105,225,0,379
Wailmer,Water,130,70,35,60,242,Sewaddle,Bug,45,53,70,42,175,1,380
Wailord,Water,170,90,45,60,275,Shedinja,Bug,1,90,45,40,176,1,381
Numel,Fire,60,60,40,35,175,Shelmet,Bug,50,40,85,25,80,1,382
Camerupt,Fire,70,100,70,40,275,Shuckle,Bug,20,10,230,5,165,1,383
Mega Camerupt,Fire,70,120,100,20,292.5,Silcoon,Bug,50,35,55,15,-85,1,384
Torkoal,Fire,70,85,140,20,304,Spewpa,Bug,45,22,60,29,-14,1,385
Spoink,Psychic,60,25,35,60,60,Spinarak,Bug,40,60,40,30,120,0,386
Grumpig,Psychic,80,45,65,80,210,Surskit,Bug,40,30,32,65,122,1,387
Spinda,Normal,60,60,60,60,177,Swadloon,Bug,55,63,90,42,190,0,388
Trapinch,Ground,45,100,45,10,155,Venipede,Bug,30,45,59,57,91,1,389
Vibrava,Ground,50,70,50,70,175,Venomoth,Bug,70,65,60,90,215,0,390
Flygon,Ground,80,100,80,100,305,Venonat,Bug,60,55,50,45,110,1,391
Cacnea,Grass,50,85,40,35,50,Vespiquen,Bug,70,80,102,40,270.75,0,392
Cacturne,Grass,70,115,60,55,20,Vikavolt,Bug,77,70,90,43,222.5,0,393
Swablu,Normal,45,40,60,50,169,Vivillon,Bug,80,52,50,89,231,0,394
Altaria,Dragon,75,70,90,80,278.5,Volbeat,Bug,65,73,75,85,228,1,395
Mega Altaria,Dragon,75,110,110,80,345,Volcarona,Bug,85,60,65,100,200,1,396
Zangoose,Normal,73,115,60,90,303,Weedle,Bug,40,35,30,50,40,1,397
Seviper,Poison,73,100,60,65,270.5,Whirlipede,Bug,40,55,99,47,191,1,398
Lunatone,Rock,90,55,65,70,210,Wimpod,Bug,25,35,40,80,70,1,399
Solrock,Rock,90,95,85,70,222,Wormadam Plant Cloak,Bug,60,59,85,36,50,1,400
Barboach,Water,50,48,43,60,122,Wormadam Sandy Cloak,Bug,60,79,105,36,184,0,401
Whiscash,Water,110,78,73,60,252,Wormadam Trash Cloak,Bug,60,69,95,36,182,1,402
Corphish,Water,43,80,65,35,178,Wurmple,Bug,45,45,35,20,65,1,403
Crawdaunt,Water,63,120,85,55,193,Yanma,Bug,65,65,45,95,150,1,404
Baltoy,Ground,40,40,55,55,38,Yanmega,Bug,86,76,86,95,343,0,405
Claydol,Ground,60,70,105,75,170,Accelgor,Bug,80,70,40,145,300,0,406
Lileep,Rock,66,41,77,23,27,Ariados,Bug,70,90,70,40,188,0,407
Cradily,Rock,86,81,97,43,167,Beautifly,Bug,60,70,50,65,-79,1,408
Anorith,Rock,45,95,50,75,175,Beedrill,Bug,65,90,40,75,80,1,409
Armaldo,Rock,75,125,100,45,325,Blipbug,Bug,25,20,20,45,-140,1,410
Feebas,Water,20,15,20,80,106,Burmy,Bug,40,29,45,36,135,0,411
Milotic,Water,95,60,79,81,270,Butterfree,Bug,60,45,50,70,165,1,412
Castform,Normal,70,70,70,70,141,Buzzwole,Bug,107,139,139,79,394,0,413
Castform Sunny Form,Fire,70,70,70,70,262.5,Cascoon,Bug,50,35,55,15,15,1,414
Castform Rainy Form,Water,70,70,70,70,250,Caterpie,Bug,45,30,35,45,85,1,415
Castform Snowy Form,Ice,70,70,70,70,198,Charjabug,Bug,57,82,95,36,200,0,416
Kecleon,Normal,60,90,70,40,230,Combee,Bug,30,30,42,70,82,1,417
Shuppet,Ghost,44,75,35,45,146.5,Crustle,Bug,70,105,125,45,270,0,418
Banette,Ghost,64,115,65,65,286.5,Cutiefly,Bug,40,45,40,84,94,1,419
Mega Banette,Ghost,64,165,75,75,361.5,Dottler,Bug,50,35,80,30,-135,1,420
Duskull,Ghost,20,40,90,25,120.5,Durant,Bug,58,109,112,109,348,0,421
Dusclops,Ghost,40,70,130,25,240,Dustox,Bug,60,50,70,65,175,1,422
Tropius,Grass,99,68,83,51,236,Dwebble,Bug,50,65,85,55,187,1,423
Chimecho,Psychic,75,50,80,65,0,Escavalier,Bug,70,135,105,20,305,0,424
Absol,Dark,65,130,60,75,150,Forretress,Bug,75,90,140,40,215,0,425
Mega Absol,Dark,65,150,60,115,236,Galvantula,Bug,70,77,60,108,165,1,426
Wynaut,Psychic,95,23,48,23,-51,Genesect,Bug,71,120,95,99,373.5,0,427
Snorunt,Ice,50,50,50,50,75,Golisopod,Bug,75,125,140,40,355,0,428
Glalie,Ice,80,80,80,80,258,Grubbin,Bug,47,62,45,46,120,1,429
Mega Glalie,Ice,80,120,80,100,255,Heracross,Bug,80,125,75,85,245,1,430
Spheal,Ice,70,40,50,25,138,Illumise,Bug,65,47,75,85,232,0,431
Sealeo,Ice,90,60,70,45,218,Joltik,Bug,50,47,50,65,152,1,432
Walrein,Ice,110,80,90,65,320,Kakuna,Bug,45,25,50,35,75,1,433
Clamperl,Water,35,64,85,32,141,Karrablast,Bug,50,75,45,60,166,0,434
Huntail,Water,55,104,105,52,291,Kricketot,Bug,37,25,41,25,24,1,435
Gorebyss,Water,55,84,105,52,211,Kricketune,Bug,77,85,51,65,194,1,436
Relicanth,Water,100,90,130,55,290,Larvesta,Bug,55,85,55,60,75,1,437
Luvdisc,Water,43,30,55,97,122,Leavanny,Bug,75,103,80,92,335,0,438
Bagon,Dragon,45,75,60,50,195,Ledian,Bug,55,35,50,85,150,1,439
Shelgon,Dragon,65,95,100,50,290,Ledyba,Bug,40,20,30,55,50,1,440
Salamence,Dragon,95,135,80,100,380,Masquerain,Bug,70,60,62,80,137,1,441
Mega Salamence,Dragon,95,145,130,120,415,Mega Beedrill,Bug,65,150,40,145,255,1,442
Beldum,Steel,40,55,80,30,20,Mega Heracross,Bug,80,185,115,75,400,0,443
Metang,Steel,60,75,100,50,130,Mega Pinsir,Bug,65,155,120,105,370,0,444
Metagross,Steel,80,135,130,70,265,Mega Scizor,Bug,70,150,140,75,367.5,0,445
Mega Metagross,Steel,80,145,150,110,465,Metapod,Bug,50,20,55,30,10,1,446
Regirock,Rock,80,100,200,50,336,Mothim,Bug,70,94,50,66,-120,1,447
Regice,Ice,80,50,100,50,235,Nincada,Bug,31,45,90,40,106,1,448
Registeel,Steel,80,75,150,50,310,Ninjask,Bug,61,90,45,160,281,1,449
Latias,Dragon,80,80,90,110,270,Orbeetle,Bug,60,45,110,90,225,1,450
Mega Latias,Dragon,80,100,120,110,270,Paras,Bug,35,70,55,25,85,1,451
Latios,Dragon,80,90,80,110,170,Parasect,Bug,60,95,80,30,175,0,452
Mega Latios,Dragon,80,130,100,110,146,Pheromosa,Bug,71,137,37,151,266,0,453
Kyogre,Water,100,100,90,90,315,Pineco,Bug,50,65,90,15,120,1,454
Primal Kyogre,Water,100,150,90,90,305,Pinsir,Bug,65,125,100,85,225,1,455
Groudon,Ground,100,150,140,90,425,Ribombee,Bug,60,55,60,124,224,1,456
Primal Groudon,Ground,100,180,160,90,512.5,Scatterbug,Bug,38,35,40,35,58,1,457
Rayquaza,Dragon,105,150,90,95,375,Scizor,Bug,70,130,100,65,290,1,458
Mega Rayquaza,Dragon,105,180,100,115,450,Scolipede,Bug,60,100,89,112,181,1,459
Jirachi,Steel,100,100,100,100,290,Scyther,Bug,70,110,80,105,265,1,460
Deoxys Normal Forme,Psychic,50,150,50,150,294,Sewaddle,Bug,45,53,70,42,60,1,461
Deoxys Attack Forme,Psychic,50,180,20,150,220,Shedinja,Bug,1,90,45,40,176,1,462
Deoxys Defense Forme,Psychic,50,70,160,90,290,Shelmet,Bug,50,40,85,25,130,1,463
Deoxys Speed Forme,Psychic,50,95,90,180,395,Shuckle,Bug,20,10,230,5,170,1,464
Turtwig,Grass,55,68,64,31,148,Silcoon,Bug,50,35,55,15,121,1,465
Grotle,Grass,75,89,85,36,241,Spewpa,Bug,45,22,60,29,111.5,1,466
Torterra,Grass,95,109,105,56,245,Spinarak,Bug,40,60,40,30,142.75,1,467
Chimchar,Fire,44,58,44,61,192,Surskit,Bug,40,30,32,65,109,1,468
Monferno,Fire,64,78,52,81,259.25,Swadloon,Bug,55,63,90,42,-62,1,469
Infernape,Fire,76,104,71,108,347.75,Venipede,Bug,30,45,59,57,-17,1,470
Piplup,Water,53,51,53,40,132,Venomoth,Bug,70,65,60,90,234,0,471
Prinplup,Water,64,66,68,50,193,Venonat,Bug,60,55,50,45,144,1,472
Empoleon,Water,84,86,88,60,278,Vespiquen,Bug,70,80,102,40,206,1,473
Starly,Normal,40,55,30,60,150,Vikavolt,Bug,77,70,90,43,225,0,474
Staravia,Normal,55,75,50,80,234,Vivillon,Bug,80,52,50,89,196,1,475
Staraptor,Normal,85,120,70,100,338.5,Volbeat,Bug,65,73,75,85,178,1,476
Bidoof,Normal,59,45,40,31,115,Volcarona,Bug,85,60,65,100,265,0,477
Bibarel,Normal,79,85,60,71,260,Weedle,Bug,40,35,30,50,70,1,478
Kricketot,Bug,37,25,41,25,73,Whirlipede,Bug,40,55,99,47,228.5,0,479
Kricketune,Bug,77,85,51,65,243,Wimpod,Bug,25,35,40,80,95,1,480
Shinx,Electric,45,65,34,45,130,Wormadam Plant Cloak,Bug,60,59,85,36,207.5,0,481
Luxio,Electric,60,85,49,60,175,Wormadam Sandy Cloak,Bug,60,79,105,36,280,0,482
Luxray,Electric,80,120,79,70,280,Wormadam Trash Cloak,Bug,60,69,95,36,140,1,483
Budew,Grass,40,30,35,55,115,Wurmple,Bug,45,45,35,20,130,0,484
Roserade,Grass,60,70,65,90,220,Yanma,Bug,65,65,45,95,252.5,0,485
Cranidos,Rock,67,125,40,58,214,Yanmega,Bug,86,76,86,95,-157,1,486
Rampardos,Rock,97,165,60,58,310,Accelgor,Bug,80,70,40,145,5,1,487
Shieldon,Rock,30,42,118,30,175,Ariados,Bug,70,90,70,40,186,0,488
Bastiodon,Rock,60,52,168,30,275,Beautifly,Bug,60,70,50,65,37,1,489
Burmy,Bug,40,29,45,36,60,Beedrill,Bug,65,90,40,75,255.5,0,490
Wormadam Plant Cloak,Bug,60,59,85,36,200,Blipbug,Bug,25,20,20,45,51,1,491
Wormadam Sandy Cloak,Bug,60,79,105,36,251,Burmy,Bug,40,29,45,36,71,1,492
Wormadam Trash Cloak,Bug,60,69,95,36,237.5,Butterfree,Bug,60,45,50,70,190.5,1,493
Mothim,Bug,70,94,50,66,210.5,Buzzwole,Bug,107,139,139,79,417,0,494
Combee,Bug,30,30,42,70,154.5,Cascoon,Bug,50,35,55,15,125,1,495
Vespiquen,Bug,70,80,102,40,277,Caterpie,Bug,45,30,35,45,75,1,496
Pachirisu,Electric,60,45,70,95,188,Charjabug,Bug,57,82,95,36,247.5,0,497
Buizel,Water,55,65,35,85,210,Combee,Bug,30,30,42,70,107,1,498
Floatzel,Water,85,105,55,115,255,Crustle,Bug,70,105,125,45,135,1,499
Cherubi,Grass,45,35,45,35,70,Cutiefly,Bug,40,45,40,84,191.5,0,500
Cherrim,Grass,70,60,70,85,215,Dottler,Bug,50,35,80,30,165,1,501
Shellos,Water,76,48,48,34,97,Durant,Bug,58,109,112,109,340,0,502
Gastrodon,Water,111,83,68,39,251,Dustox,Bug,60,50,70,65,162,1,503
Ambipom,Normal,75,100,66,115,291,Dwebble,Bug,50,65,85,55,205,1,504
Drifloon,Ghost,90,50,34,70,210.25,Escavalier,Bug,70,135,105,20,280,0,505
Drifblim,Ghost,150,80,44,80,331.5,Forretress,Bug,75,90,140,40,265,1,506
Buneary,Normal,55,66,44,85,173,Galvantula,Bug,70,77,60,108,249,0,507
Lopunny,Normal,65,76,84,105,210,Genesect,Bug,71,120,95,99,347,0,508
Mega Lopunny,Normal,65,136,94,135,367.5,Golisopod,Bug,75,125,140,40,244,1,509
Mismagius,Ghost,60,60,60,105,254,Grubbin,Bug,47,62,45,46,140,1,510
Honchkrow,Dark,100,125,52,71,223,Heracross,Bug,80,125,75,85,302.5,0,511
Glameow,Normal,49,55,42,85,184,Illumise,Bug,65,47,75,85,217,0,512
Purugly,Normal,71,82,64,112,282,Joltik,Bug,50,47,50,65,130,1,513
Chingling,Psychic,45,30,50,45,120,Kakuna,Bug,45,25,50,35,95,1,514
Stunky,Poison,63,63,47,74,172,Karrablast,Bug,50,75,45,60,167,1,515
Skuntank,Poison,103,93,67,84,322,Kricketot,Bug,37,25,41,25,35,1,516
Bronzor,Steel,57,24,86,23,105,Kricketune,Bug,77,85,51,65,254,0,517
Bronzong,Steel,67,89,116,33,220,Larvesta,Bug,55,85,55,60,210.5,1,518
Bonsly,Rock,50,80,95,10,132,Leavanny,Bug,75,103,80,92,190,0,519
Mime Jr.,Psychic,20,25,45,60,115,Ledian,Bug,55,35,50,85,200,0,520
Happiny,Normal,100,5,5,30,120,Ledyba,Bug,40,20,30,55,140,0,521
Chatot,Normal,76,65,45,91,247,Masquerain,Bug,70,60,62,80,207,1,522
Spiritomb,Ghost,50,92,108,35,135,Mega Beedrill,Bug,65,150,40,145,308,0,523
Gible,Dragon,58,70,45,42,30,Mega Heracross,Bug,80,185,115,75,385,0,524
Gabite,Dragon,68,90,65,82,150,Mega Pinsir,Bug,65,155,120,105,355,0,525
Garchomp,Dragon,108,130,95,102,285,Mega Scizor,Bug,70,150,140,75,370,0,526
Mega Garchomp,Dragon,108,170,115,92,465,Metapod,Bug,50,20,55,30,-15,1,527
Munchlax,Normal,135,85,40,5,171,Mothim,Bug,70,94,50,66,195,0,528
Riolu,Fighting,40,70,40,60,187.5,Nincada,Bug,31,45,90,40,136,1,529
Lucario,Fighting,70,110,70,90,317.5,Ninjask,Bug,61,90,45,160,246,1,530
Mega Lucario,Fighting,70,145,88,112,403.75,Orbeetle,Bug,60,45,110,90,160,1,531
Hippopotas,Ground,68,72,78,32,180,Paras,Bug,35,70,55,25,167,1,532
Hippowdon,Ground,108,112,118,47,290,Parasect,Bug,60,95,80,30,237,1,533
Skorupi,Poison,40,50,90,65,176.5,Pheromosa,Bug,71,137,37,151,346,0,534
Drapion,Poison,70,90,110,95,300,Pineco,Bug,50,65,90,15,130,1,535
Croagunk,Poison,48,61,40,50,167.75,Pinsir,Bug,65,125,100,85,314,0,536
Toxicroak,Poison,83,106,65,85,325.25,Ribombee,Bug,60,55,60,124,87,1,537
Carnivine,Grass,74,100,72,46,222,Scatterbug,Bug,38,35,40,35,98,1,538
Finneon,Water,49,49,56,66,90,Scizor,Bug,70,130,100,65,316,0,539
Lumineon,Water,69,69,76,91,205,Scolipede,Bug,60,100,89,112,292,0,540
Mantyke,Water,45,20,50,50,110,Scyther,Bug,70,110,80,105,345,0,541
Snover,Grass,60,62,50,40,106,Sewaddle,Bug,45,53,70,42,194.5,0,542
Abomasnow,Grass,90,92,75,60,137,Shedinja,Bug,1,90,45,40,176,0,543
Mega Abomasnow,Grass,90,132,105,30,277,Shelmet,Bug,50,40,85,25,134,1,544
Weavile,Dark,70,120,65,125,360,Shuckle,Bug,20,10,230,5,145,1,545
Magnezone,Electric,70,70,115,60,297.5,Silcoon,Bug,50,35,55,15,85,1,546
Lickilicky,Normal,110,85,95,50,318,Spewpa,Bug,45,22,60,29,71,1,547
Rhyperior,Ground,115,140,130,40,365,Spinarak,Bug,40,60,40,30,30,1,548
Tangrowth,Grass,100,100,125,50,315,Surskit,Bug,40,30,32,65,67,1,549
Electivire,Electric,75,123,67,95,297,Swadloon,Bug,55,63,90,42,188.5,1,550
Magmortar,Fire,75,95,67,83,297.5,Venipede,Bug,30,45,59,57,1,1,551
Togekiss,Fairy,85,50,95,80,293.75,Venomoth,Bug,70,65,60,90,260,1,552
Yanmega,Bug,86,76,86,95,315.5,Venonat,Bug,60,55,50,45,172,1,553
Leafeon,Grass,65,110,130,95,240,Vespiquen,Bug,70,80,102,40,264.5,0,554
Glaceon,Ice,65,60,110,65,230,Vikavolt,Bug,77,70,90,43,220,1,555
Gliscor,Ground,75,95,125,95,364,Vivillon,Bug,80,52,50,89,271,1,556
Mamoswine,Ice,110,130,80,80,327,Volbeat,Bug,65,73,75,85,168,1,557
Porygon-Z,Normal,85,80,70,90,265,Volcarona,Bug,85,60,65,100,230,1,558
Gallade,Psychic,68,125,65,80,303,Weedle,Bug,40,35,30,50,-95,1,559
Mega Gallade,Psychic,68,165,95,110,383,Whirlipede,Bug,40,55,99,47,-89,1,560
Probopass,Rock,60,55,145,40,282.5,Wimpod,Bug,25,35,40,80,70,1,561
Dusknoir,Ghost,45,100,135,45,295.5,Wormadam Plant Cloak,Bug,60,59,85,36,140,1,562
Froslass,Ice,70,80,70,110,290.5,Wormadam Sandy Cloak,Bug,60,79,105,36,120,1,563
Rotom,Electric,50,50,77,91,233.5,Wormadam Trash Cloak,Bug,60,69,95,36,210,1,564
Heat Rotom,Electric,50,65,107,86,285.5,Wurmple,Bug,45,45,35,20,80,1,565
Wash Rotom,Electric,50,65,107,86,243,Yanma,Bug,65,65,45,95,140,1,566
Frost Rotom,Electric,50,65,107,86,232,Yanmega,Bug,86,76,86,95,213,1,567
Fan Rotom,Electric,50,65,107,86,273,Accelgor,Bug,80,70,40,145,270,1,568
Mow Rotom,Electric,50,65,107,86,128,Ariados,Bug,70,90,70,40,205,0,569
Uxie,Psychic,75,75,130,95,235,Beautifly,Bug,60,70,50,65,170,1,570
Mesprit,Psychic,80,105,105,80,190,Beedrill,Bug,65,90,40,75,60,1,571
Azelf,Psychic,75,125,70,115,345,Blipbug,Bug,25,20,20,45,-15,1,572
Dialga,Steel,100,120,120,90,415.5,Burmy,Bug,40,29,45,36,30,1,573
Palkia,Water,90,120,100,100,365,Butterfree,Bug,60,45,50,70,105,1,574
Heatran,Fire,91,90,106,77,329.25,Buzzwole,Bug,107,139,139,79,284,1,575
Regigigas,Normal,110,160,110,100,445,Cascoon,Bug,50,35,55,15,-5,1,576
Giratina Altered Forme,Ghost,150,100,120,90,445,Caterpie,Bug,45,30,35,45,55,1,577
Giratina Origin Forme,Ghost,150,120,100,90,419,Charjabug,Bug,57,82,95,36,150,1,578
Cresselia,Psychic,120,70,120,85,335,Combee,Bug,30,30,42,70,102,1,579
Phione,Water,80,80,80,80,215,Crustle,Bug,70,105,125,45,185,1,580
Manaphy,Water,100,100,100,100,355,Cutiefly,Bug,40,45,40,84,109,1,581
Darkrai,Dark,70,90,90,125,305,Dottler,Bug,50,35,80,30,15,1,582
Shaymin Land Forme,Grass,100,100,100,100,182,Durant,Bug,58,109,112,109,363,0,583
Shaymin Sky Forme,Grass,100,103,75,127,355,Dustox,Bug,60,50,70,65,219.25,1,584
Arceus,Normal,120,120,120,120,415,Dwebble,Bug,50,65,85,55,195,1,585
Victini,Psychic,100,100,100,100,265,Escavalier,Bug,70,135,105,20,280,0,586
Snivy,Grass,45,45,55,63,28,Forretress,Bug,75,90,140,40,333.75,0,587
Servine,Grass,60,60,75,83,124,Galvantula,Bug,70,77,60,108,285,0,588
Serperior,Grass,75,75,95,113,118,Genesect,Bug,71,120,95,99,366.25,0,589
Tepig,Fire,65,63,45,45,155.5,Golisopod,Bug,75,125,140,40,317,0,590
Pignite,Fire,90,93,55,55,277.5,Grubbin,Bug,47,62,45,46,14,1,591
Emboar,Fire,110,123,65,65,331.75,Heracross,Bug,80,125,75,85,119,1,592
Oshawott,Water,55,55,45,45,153,Illumise,Bug,65,47,75,85,217,0,593
Dewott,Water,75,75,60,60,223,Joltik,Bug,50,47,50,65,137,1,594
Samurott,Water,95,100,85,70,325,Kakuna,Bug,45,25,50,35,55,1,595
Patrat,Normal,45,55,39,42,106,Karrablast,Bug,50,75,45,60,175,0,596
Watchog,Normal,60,85,69,77,266,Kricketot,Bug,37,25,41,25,43,1,597
Lillipup,Normal,45,60,45,55,120,Kricketune,Bug,77,85,51,65,218,0,598
Herdier,Normal,65,80,65,60,185,Larvesta,Bug,55,85,55,60,175,1,599
Stoutland,Normal,85,110,90,80,262,Leavanny,Bug,75,103,80,92,240,1,600
Purrloin,Dark,41,50,37,66,124,Ledian,Bug,55,35,50,85,175,0,601
Liepard,Dark,64,88,50,106,268,Ledyba,Bug,40,20,30,55,57,1,602
Pansage,Grass,50,53,48,64,95,Masquerain,Bug,70,60,62,80,258.75,0,603
Simisage,Grass,75,98,63,101,37,Mega Beedrill,Bug,65,150,40,145,375.5,0,604
Pansear,Fire,50,53,48,64,122.5,Mega Heracross,Bug,80,185,115,75,349,0,605
Simisear,Fire,75,98,63,101,259.5,Mega Pinsir,Bug,65,155,120,105,249,1,606
Panpour,Water,50,53,48,64,65,Mega Scizor,Bug,70,150,140,75,382,0,607
Simipour,Water,75,98,63,101,317,Metapod,Bug,50,20,55,30,57,1,608
Munna,Psychic,76,25,45,24,-18,Mothim,Bug,70,94,50,66,255,0,609
Musharna,Psychic,116,55,85,29,195,Nincada,Bug,31,45,90,40,151,1,610
Pidove,Normal,50,55,50,43,153,Ninjask,Bug,61,90,45,160,301,0,611
Tranquill,Normal,62,77,62,65,243.5,Orbeetle,Bug,60,45,110,90,228,1,612
Unfezant,Normal,80,115,80,93,333,Paras,Bug,35,70,55,25,70,1,613
Blitzle,Electric,45,60,32,76,118,Parasect,Bug,60,95,80,30,235,0,614
